id,relevance
1,2.0299999713897705
4,2.109999895095825
5,2.369999885559082
6,2.319999933242798
7,2.5999999046325684
8,2.240000009536743
10,2.5199999809265137
11,2.5199999809265137
12,2.2699999809265137
13,2.4100000858306885
14,2.6500000953674316
15,2.559999942779541
19,2.3499999046325684
22,2.3499999046325684
24,2.4800000190734863
25,2.3499999046325684
26,2.109999895095825
28,2.380000114440918
29,2.240000009536743
30,2.25
31,2.4200000762939453
32,2.3499999046325684
33,2.119999885559082
36,2.4800000190734863
39,2.109999895095825
40,2.3499999046325684
41,2.109999895095825
42,2.3499999046325684
43,2.5799999237060547
44,2.4100000858306885
45,2.5299999713897705
46,2.4700000286102295
47,2.380000114440918
49,2.4200000762939453
50,2.25
52,2.109999895095825
53,2.380000114440918
54,2.240000009536743
55,2.5199999809265137
56,2.369999885559082
57,2.240000009536743
58,2.5799999237060547
59,2.4100000858306885
60,2.109999895095825
61,2.3499999046325684
62,2.3499999046325684
63,2.359999895095825
64,2.3299999237060547
66,2.369999885559082
67,2.3499999046325684
68,2.240000009536743
70,2.109999895095825
71,2.3499999046325684
72,2.109999895095825
73,2.109999895095825
74,2.109999895095825
76,2.240000009536743
77,2.109999895095825
78,2.109999895095825
79,2.109999895095825
80,2.109999895095825
82,2.3499999046325684
83,2.3499999046325684
84,2.240000009536743
86,2.380000114440918
87,2.3499999046325684
89,2.0999999046325684
91,2.109999895095825
93,2.109999895095825
94,1.9800000190734863
95,1.9800000190734863
96,2.109999895095825
97,2.109999895095825
98,2.25
99,2.109999895095825
100,2.319999933242798
102,2.3499999046325684
103,2.109999895095825
104,2.109999895095825
107,2.109999895095825
108,1.9800000190734863
109,2.369999885559082
110,2.380000114440918
111,2.380000114440918
112,2.240000009536743
115,2.240000009536743
116,2.4200000762939453
118,2.369999885559082
119,2.559999942779541
121,2.4100000858306885
124,2.2899999618530273
126,2.2699999809265137
128,2.3499999046325684
129,2.450000047683716
130,2.2699999809265137
131,2.2699999809265137
132,2.2699999809265137
133,2.4200000762939453
134,2.380000114440918
135,2.390000104904175
137,2.3499999046325684
139,2.369999885559082
140,2.109999895095825
141,2.240000009536743
142,2.25
144,2.3499999046325684
145,2.4200000762939453
146,2.240000009536743
148,2.109999895095825
151,2.3499999046325684
152,2.240000009536743
153,2.240000009536743
154,2.109999895095825
155,2.109999895095825
156,2.109999895095825
159,2.240000009536743
160,2.109999895095825
161,2.3299999237060547
163,2.4800000190734863
167,2.25
168,2.3499999046325684
169,2.109999895095825
170,2.3499999046325684
171,2.380000114440918
173,2.25
174,2.25
175,2.25
176,2.109999895095825
180,2.240000009536743
183,2.25
184,2.240000009536743
185,2.240000009536743
187,2.4800000190734863
188,2.109999895095825
189,2.109999895095825
190,2.25
192,2.240000009536743
194,2.380000114440918
196,2.240000009536743
197,2.109999895095825
198,2.3499999046325684
199,2.109999895095825
200,2.3499999046325684
204,2.559999942779541
206,2.3499999046325684
207,2.369999885559082
208,2.359999895095825
209,2.359999895095825
211,2.3499999046325684
212,2.3499999046325684
213,2.3499999046325684
216,2.4000000953674316
217,2.5799999237060547
218,2.3499999046325684
219,2.4200000762939453
220,2.380000114440918
221,2.3499999046325684
222,2.380000114440918
224,2.109999895095825
225,2.380000114440918
228,2.3499999046325684
229,2.4200000762939453
230,2.609999895095825
231,2.3499999046325684
232,2.3499999046325684
234,2.109999895095825
235,2.2699999809265137
236,2.4200000762939453
237,2.3499999046325684
238,2.4200000762939453
239,2.380000114440918
240,2.3499999046325684
242,2.559999942779541
243,2.3499999046325684
244,2.5799999237060547
246,2.240000009536743
247,2.240000009536743
248,2.240000009536743
249,2.359999895095825
250,2.240000009536743
251,2.0999999046325684
252,2.240000009536743
253,2.240000009536743
254,2.450000047683716
256,2.369999885559082
258,2.109999895095825
260,2.240000009536743
262,2.380000114440918
263,2.3299999237060547
264,1.9800000190734863
265,1.9800000190734863
267,2.3499999046325684
268,2.380000114440918
269,2.240000009536743
271,2.4200000762939453
273,2.380000114440918
274,2.380000114440918
277,2.3499999046325684
278,2.3499999046325684
279,2.109999895095825
280,2.380000114440918
281,2.3499999046325684
282,2.4100000858306885
283,2.3499999046325684
285,2.109999895095825
286,2.109999895095825
287,2.109999895095825
288,2.380000114440918
289,2.380000114440918
291,2.3499999046325684
292,2.3499999046325684
295,2.240000009536743
296,2.240000009536743
298,2.3499999046325684
299,2.3499999046325684
300,2.4200000762939453
301,2.609999895095825
302,2.4200000762939453
303,2.240000009536743
304,2.240000009536743
306,2.5299999713897705
307,2.380000114440918
308,2.490000009536743
309,2.369999885559082
310,2.369999885559082
311,2.359999895095825
312,2.369999885559082
313,2.4100000858306885
315,2.359999895095825
316,2.359999895095825
317,2.380000114440918
320,2.390000104904175
321,2.109999895095825
322,2.3499999046325684
324,2.609999895095825
325,2.609999895095825
326,2.549999952316284
328,2.5299999713897705
329,2.5299999713897705
330,2.369999885559082
332,2.4200000762939453
333,2.4200000762939453
336,2.4200000762939453
337,2.109999895095825
338,2.3499999046325684
339,2.3499999046325684
342,2.2699999809265137
344,2.240000009536743
345,2.3499999046325684
348,2.0999999046325684
349,2.4200000762939453
352,2.3299999237060547
353,2.3299999237060547
356,2.380000114440918
357,2.2799999713897705
358,2.2699999809265137
360,2.2799999713897705
362,2.240000009536743
364,2.4200000762939453
366,2.3499999046325684
367,2.2699999809265137
368,2.240000009536743
369,2.25
370,2.4200000762939453
371,2.369999885559082
372,2.4100000858306885
376,2.559999942779541
377,2.509999990463257
378,2.4100000858306885
379,2.4800000190734863
380,2.109999895095825
381,2.3499999046325684
382,2.3499999046325684
383,2.380000114440918
384,2.4200000762939453
386,2.3499999046325684
387,2.3499999046325684
388,2.109999895095825
390,2.3499999046325684
391,2.109999895095825
392,2.3499999046325684
393,2.240000009536743
394,2.109999895095825
395,2.369999885559082
396,2.380000114440918
398,2.3499999046325684
399,2.5799999237060547
404,2.5399999618530273
405,2.319999933242798
406,2.4100000858306885
409,2.5799999237060547
410,2.4200000762939453
412,2.3499999046325684
414,2.3499999046325684
415,2.109999895095825
416,2.380000114440918
417,2.109999895095825
419,2.380000114440918
420,2.4200000762939453
423,2.3499999046325684
424,2.240000009536743
425,2.240000009536743
426,2.4200000762939453
427,2.109999895095825
428,2.240000009536743
429,2.380000114440918
430,2.109999895095825
431,2.3499999046325684
432,2.640000104904175
433,2.640000104904175
434,2.5799999237060547
435,2.4100000858306885
436,2.4700000286102295
437,2.5799999237060547
438,2.5899999141693115
439,2.4700000286102295
441,2.4200000762939453
442,2.640000104904175
443,2.4200000762939453
448,2.4800000190734863
449,2.4200000762939453
450,2.559999942779541
451,2.559999942779541
453,2.559999942779541
457,2.5799999237060547
460,2.369999885559082
462,2.4100000858306885
463,2.369999885559082
464,2.380000114440918
465,2.4200000762939453
466,2.4200000762939453
467,2.25
471,2.380000114440918
472,2.109999895095825
474,2.109999895095825
477,2.240000009536743
482,2.4100000858306885
483,2.4100000858306885
484,2.4200000762939453
486,2.380000114440918
487,2.109999895095825
488,2.4200000762939453
489,2.380000114440918
490,2.240000009536743
493,2.240000009536743
